,project_name,release_no,language,category,release_content,pull_request_titles,commit_msgs,issue_titles,pr_link,commit_link,issue_link
124,spring-framework,v6.0.5,,,Restrict forwards in MockMvcWebConnection to 100,Restrict forwards in MockMvcWebConnection to 100,Restrict forwards in MockMvcWebConnection to 100,Possible infinite forward loop with MockMvcWebConnection,https://github.com/spring-projects/spring-framework/pull/29557,https://github.com/spring-projects/spring-framework/commit/19d5c7f44a58c414614ecbae38728aaca02e159f,https://github.com/spring-projects/spring-framework/issues/29483
125,spring-framework,v6.0.5,,,Add ResponseEntity.ofNullable() to deal with non-Optional nullable objects,,Add ResponseEntity.ofNullable(),Add ResponseEntity.ofNullable() to deal with non-Optional nullable objects,,https://github.com/spring-projects/spring-framework/commit/f7418704de4f68dfdb3c8c2b7f050e952d2909cc,https://github.com/spring-projects/spring-framework/issues/29117
126,spring-framework,v6.0.5,,,List supported media types in HttpMediaTypeNotSupportedException when given invalid input media types,,,List supported media types in HttpMediaTypeNotSupportedException when given invalid input media types,,,https://github.com/spring-projects/spring-framework/issues/28062
127,spring-framework,6.0.4,,bugfixes,ResourceHandlers cannot resolve static resources with certain wildcard patterns,,Fix path within mapping when pattern contains,ResourceHandlers cannot resolve static resources with certain wildcard patterns,,https://github.com/spring-projects/spring-framework/commit/5366ac84e6ec043fd7100a182968bc151193c382,https://github.com/spring-projects/spring-framework/issues/29712
128,spring-framework,6.0.4,,bugfixes,Conflict on insert gets translated to DataIntegrityViolationException instead of DuplicateKeyException in Spring 6,,Check well-known database error codes in case of generic SQL state 23000,""" Conflict on insert gets translated to DataIntegrityViolationException instead of DuplicateKeyException in Spring 6""",,https://github.com/spring-projects/spring-framework/commit/a644245e0e3de3c07d57a1c6604f3ffa26b58425,https://github.com/spring-projects/spring-framework/issues/29699
129,spring-framework,6.0.4,,documentation,Improve documentation for literals in SpEL expressions,,""" Improve documentation for literals in SpEL expressions """,""" Improve documentation for literals in SpEL expressions""",,https://github.com/spring-projects/spring-framework/commit/57cfb94f1f75bc774fa1f09ba0b3052bf1a8f240,https://github.com/spring-projects/spring-framework/issues/29700
130,spring-framework,6.0.4,,documentation,Small fixes and improvements to the reference documentation,Small fixes and improvements to the reference documentation,https://github.com/spring-projects/spring-framework/commit/1a839f51031cd794922c7fcf412a2ef17986f03a,,https://github.com/spring-projects/spring-framework/pull/29694,https://github.com/spring-projects/spring-framework/commit/1a839f51031cd794922c7fcf412a2ef17986f03a,
131,spring-framework,6.0.4,,documentation,Fix manipulating property sources example in Javadoc for ConfigurableEnvironment,Fix manipulating property sources example in Javadoc for ConfigurableEnvironment,,,https://github.com/spring-projects/spring-framework/pull/29693,,
132,react,16.13.0,,,Warn when changes in style may cause an unexpected collision,Warn about conflicting style values during updates,,,https://github.com/facebook/react/pull/14181,,
133,react,16.13.0,,,Add version property to ReactDOM,ReactDOM Add back version property to client,,,https://github.com/facebook/react/pull/15780,,
134,react,16.13.0,,,Don't call toString() of dangerouslySetInnerHTML,Remove toString of dangerouslySetInnerHTML,,,https://github.com/facebook/react/pull/17773,,
135,react,16.13.0,,,Remove ReactDOM.createRoot() callback params and added warnings on usage,Removed Root API callback params and added warnings,Removed Root API callback params and added warnings,,https://github.com/facebook/react/pull/17916,https://github.com/facebook/react/commit/b64acb1495435c549aebb966b1a87e9d6556738e,
136,react,16.13.0,,,Call shouldComponentUpdate twice when developing in StrictMode,StrictMode should call sCU twice in DEV,StrictMode should call sCU twice in DEV,,https://github.com/facebook/react/pull/17942,https://github.com/facebook/react/commit/9682e5b980070e923a682f5eb83d0289e67d2b4b,
,rxjava,3.1.6,,bugfixes,Fix a race condition in Single.timeout that prevented the timeout signal from happening.,3.x: Fix Single.timeout race condition,,.timeout with small value on Single does not emit error. RxJava 2.2.21,https://github.com/ReactiveX/RxJava/pull/7515,,https://github.com/ReactiveX/RxJava/issues/7514
,rxjava,3.1.6,,documentation,Fix formatting in TestObserver/Consumer/Subscriber javadoc html.,3.x: Fix formatting in TestObserver/Consumer/Subscriber javadoc html,,,https://github.com/ReactiveX/RxJava/pull/7442,,
,rxjava,3.1.6,,,Fix grammar about cancellation in Schedulers javadoc.,,,,,,
,rxjava,3.1.6,,,Add missing @NonNull annotation to Maybe type argument. ,3.x: Add missing @NonNull annotation to Maybe type argument,,3.x: Missing NonNull annotation on Maybe<T>,https://github.com/ReactiveX/RxJava/pull/7436,,https://github.com/ReactiveX/RxJava/issues/7435
,rxjava,3.1.4,,,Move nullness annotation to use sites of Supplier,3.x: Move nullness annotation to use sites of Supplier,,Maybe#fromSupplier expects not null value from callable,https://github.com/ReactiveX/RxJava/pull/7385,,https://github.com/ReactiveX/RxJava/issues/7376
,rxjava,3.1.1,,,"The operator fusion-related interfaces and two atomic queue implementations have been promoted to standard, thus officially supported in the io.reactivex.rxjava3.operators package. ",3.x: Standardize many of the operator fusion interfaces & queues,,"

3.x: osgi manifest.mf Bundle-SymbolicName not following conventions and *.internal.* packages not exported",https://github.com/ReactiveX/RxJava/pull/7320,,https://github.com/ReactiveX/RxJava/issues/7318
,rxjava,3.1.1,,bug,Specify proper OSGi unique bundle symbolic name of io.reactivex.rxjava3.rxjava.,3.x: Specify proper OSGi unique bundle symbolic name,,"

3.x: osgi manifest.mf Bundle-SymbolicName not following conventions and *.internal.* packages not exported",https://github.com/ReactiveX/RxJava/pull/7319,,https://github.com/ReactiveX/RxJava/issues/7318
,rxjava,3.1.1,,,Fix the LamdbaConsumerIntrospection of Completable's lambda-based observer to use the same missing onError indicator as the other types' lambda-based consumers. ,"Align hasCustomOnError behavior of CallbackCompletableObserver with LambdaObserver, ConsumerSingleObserver and so on",,,https://github.com/ReactiveX/RxJava/pull/7326,,
,rxjava,3.1.1,,,The scheduler purge thread has been removed. Removing cancelled timed operations is now managed by the setRemoveOnCancelPolicy of the underlying ScheduledExecutorService,Removes the purge thread in favour of standard ScheduledThreadPoolExecutor APIs,,,https://github.com/ReactiveX/RxJava/pull/7293,,
,rxjava,3.1.1,,,Update withLatestFrom javadoc about upstream early complete ,3.x: Update withLatestFrom doc about upstream early complete,,Using withLatestFrom completes without values if other publisher is delayed,https://github.com/ReactiveX/RxJava/pull/7289,,https://github.com/ReactiveX/RxJava/issues/7288
,rxjava,3.0.12,,,CompositeException.printStackTrace to write directly into PrintStream/PrintWriter,3.x: CompositeException.printStackTrace to write directly into PrintStream/PrintWriter,,CompositeException.printStackTrace vulnerable to OOM when there are too many exceptions wrapped,https://github.com/ReactiveX/RxJava/pull/7212,,https://github.com/ReactiveX/RxJava/issues/7211
,rxjava,3.0.12,,,Direct scheduling via Schedulers.from to honor the interruptibleWorker setting,3.x: Fix Schedulers.from to honor interruptibleWorker across methods,,3.x Flowable#sample may complete on an interrupted thread,https://github.com/ReactiveX/RxJava/pull/7203,,https://github.com/ReactiveX/RxJava/issues/7201
,rxjava,3.0.12,,,Add a system parameter to allow scheduled worker release in the Io Scheduler,"Io Scheduler, Scheduled worker release",,"3.x and 2.x - Schedulers.io() fails to produce new thread when needed, leading to deadlock ",https://github.com/ReactiveX/RxJava/pull/7162,,https://github.com/ReactiveX/RxJava/issues/7153
,rxjava,3.0.12,,enhacements,Add TestScheduler option to use onSchedule hook.,3.x: TestScheduler option to use onSchedule hook,,TestScheduler doesn't use RxJavaPlugins.onSchedule hook,https://github.com/ReactiveX/RxJava/pull/7163,,https://github.com/ReactiveX/RxJava/issues/7119
,rxjava,3.0.12,,,Add a system parameter to allow Schedulers to use System.nanoTime() for now(),3.x: Introduce property rx3.scheduler.use-nanotime,,3.x Feature: introduce abstract time source for scheduler impl,https://github.com/ReactiveX/RxJava/pull/7169,,https://github.com/ReactiveX/RxJava/issues/7154
,rxjava,3.0.12,,,Add fusion support to concatMap{Maybe|Single|Completable},3.x: Add fusion support to concatMap{Maybe|Single|Completable},,blockingForEach doesn't receive events from concatMapSingle,https://github.com/ReactiveX/RxJava/pull/7165,,https://github.com/ReactiveX/RxJava/issues/7061
,elasticsearch,7.13.1,,bugfixes,Add setting to disable aggs optimization issue:,"
Add setting to disable aggs optimization",,"
Setting to disable rewrite-to-filters optimization",https://github.com/elastic/elasticsearch/pull/73620,,https://github.com/elastic/elasticsearch/issues/73426
,elasticsearch,7.13.1,,,Write next cluster state fully on all failures,Write next cluster state fully on all failures,,,https://github.com/elastic/elasticsearch/pull/73631,,
,elasticsearch,7.13.1,,,Always handle non-complete `AsyncActionStep` execution issue:,"

Always handle non-complete AsyncActionStep execution",,"
AsyncActionStep invocation does not correctly handle non-complete responses",https://github.com/elastic/elasticsearch/pull/73796,,https://github.com/elastic/elasticsearch/issues/73794
,elasticsearch,7.13.1,,,Copy all execution state in `CopyExecutionStateStep` issues:,Copy all execution state in CopyExecutionStateStep,,CopyExecutionStateStep does not copy all execution state within ILM ,https://github.com/elastic/elasticsearch/pull/73792,,https://github.com/elastic/elasticsearch/issues/73791
,elasticsearch,7.13.1,,,Preserve field mappings from user agent processor when ECS is disabled issue:,Preserve field mappings from user agent processor when ECS is disabled,,User agent processor changes type of 'device' field to object when ECS is disabled,https://github.com/elastic/elasticsearch/pull/73783,,https://github.com/elastic/elasticsearch/issues/73780
,elasticsearch,7.13.1,,,Resolve concrete associated indices when resetting features issue:,Resolve concrete associated indices when resetting features,,Make feature reset compatible with action.destructive_requires_name: false,https://github.com/elastic/elasticsearch/pull/73017,,https://github.com/elastic/elasticsearch/issues/72363
,elasticsearch,7.13.1,,,Fix error when fetching values for parent ID join field,Fix error when fetching values for parent ID join field ,,,https://github.com/elastic/elasticsearch/pull/73639,,
,elasticsearch,7.13.1,,,Fix repo name at allocation time,Fix repo name at allocation time,,,https://github.com/elastic/elasticsearch/pull/73669,,
,elasticsearch,7.13.1,,,Add ability for `monitoring_user` role to read from metricbeat-,"
[Monitoring] Add ability for monitoring_user role to read from metricbeat-*",,,https://github.com/elastic/elasticsearch/pull/71233,,
,elasticsearch,7.13.1,,,Fix illegal access on PIT creation for frozen index issue:,Fix illegal access on PIT creation for frozen index,,PIT creation on frozen-tier searchable snapshot indices causes a fatal error,https://github.com/elastic/elasticsearch/pull/73517,,https://github.com/elastic/elasticsearch/issues/73514
,elasticsearch,7.13.1,,,Fix typo in Rectangle error message,Fix typo in Rectangle() error message,,,https://github.com/elastic/elasticsearch/pull/73124,,
,elasticsearch,7.13.1,,,Validate that system indices aren‚Äôt also hidden indices issue:,Validate that system indices aren't also hidden indices,,Do not allow system indices to be hidden,https://github.com/elastic/elasticsearch/pull/72768,,https://github.com/elastic/elasticsearch/issues/72631
,elasticsearch,7.13.1,,,Add `LinkageError` to the errors we catch as part of the Painless sandbox,Add LinkageError to the errors we catch as part of the Painless sandbox,,,https://github.com/elastic/elasticsearch/pull/73116,,
,elasticsearch,7.13.1,,,Reduce warning logging from get categories Grok pattern creation,[ML] Reduce warning logging from get categories Grok pattern creation ,,,https://github.com/elastic/elasticsearch/pull/73373,,
,elasticsearch,7.13.1,,,Search analyzer should default to configured index analyzer over default issue:,Search analyzer should default to configured index analyzer over default,,The default_search analyzer overrides the field level analyzer for search,https://github.com/elastic/elasticsearch/pull/73359,,https://github.com/elastic/elasticsearch/issues/73333
,elasticsearch,7.13.1,,,Do not remove write block when unfreezing cold/frozen indices,Do not remove write block when unfreezing cold/frozen indices,,,https://github.com/elastic/elasticsearch/pull/73368,,
,elasticsearch,7.13.1,,,Fix bug with concurrent snapshot and index delete,Fix Bug with Concurrent Snapshot and Index Delete,,,https://github.com/elastic/elasticsearch/pull/73456,,
,elasticsearch,7.13.1,,,Fix location of repository analyzer API spec,Fix location of repository analyzer API spec,,,https://github.com/elastic/elasticsearch/pull/73378,,
,elasticsearch,7.13.1,,Deprecations,Add migration check for legacy role settings issues:,Add migration check for legacy role settings,,,https://github.com/elastic/elasticsearch/pull/71197,,
,elasticsearch,7.12.1,,,Add multiple data paths deprecation to the deprecation API issue:,Add multiple data paths deprecation to the deprecation api,,Deprecate and remove Multiple Data Paths,https://github.com/elastic/elasticsearch/pull/71209,,https://github.com/elastic/elasticsearch/issues/71205
,elasticsearch,7.12.1,,,Deprecate multiple `path.data` entries issue:,Deprecate multiple path.data entries,,Deprecate and remove Multiple Data Paths,https://github.com/elastic/elasticsearch/pull/71207,,https://github.com/elastic/elasticsearch/issues/71205
,elasticsearch,7.12.1,,,Add clear deprecation around legacy role settings issue:,Add clear deprecation around legacy role settings,,Introduce node.roles setting,https://github.com/elastic/elasticsearch/pull/71143,,https://github.com/elastic/elasticsearch/issues/54998
,elasticsearch,7.12.1,,,Add deprecation warning for default value of `action.destructive_requires_name` issues:,Add deprecation warning for default value of action.destructive_requires_name,,Add warnings and documentation for change to action.destructive_requires_name default,https://github.com/elastic/elasticsearch/pull/70932,,https://github.com/elastic/elasticsearch/issues/67543
,elasticsearch,7.12.1,,,Adds `fields` request field to the EQL request issue:,"EQL: Adds ""fields"" request field to the eql request",,EQL: Support returning of runtime fields,https://github.com/elastic/elasticsearch/pull/68962,,https://github.com/elastic/elasticsearch/issues/68115
,elasticsearch,7.12.1,,,Make all the shrink action steps retryable issue:,ILM: Make all the shrink action steps retryable,,Retry ILM steps when transient or recoverable errors are encountered,https://github.com/elastic/elasticsearch/pull/70107,,https://github.com/elastic/elasticsearch/issues/48183
,elasticsearch,7.12.1,,,Add support for validating IPv4/IPv6 addresses to Convert processor issue:,"
Convert processor supports validation of IPv4/IPv6 addresses",,Add IP to supported types for Convert ingest processor,https://github.com/elastic/elasticsearch/pull/69989,,https://github.com/elastic/elasticsearch/issues/36145
,elasticsearch,7.12.1,,features,Add registered domain processor,Registered domain processor,,,https://github.com/elastic/elasticsearch/pull/67611,,
,elasticsearch,7.12.1,,,Add API for resetting state of a `SystemIndexPlugin`,Add API for resetting state of a SystemIndexPlugin,,,https://github.com/elastic/elasticsearch/pull/69469,,
,elasticsearch,7.12.1,,,Adds new trained model alias API to simplify trained model updates and deployments,[ML] adds new trained model alias API to simplify trained model updates and deployments,,,https://github.com/elastic/elasticsearch/pull/68922,,
,elasticsearch,7.12.1,,features,Introduce `combined_fields` query issue:,Introduce combined_fields query,,Better cross-field support ,https://github.com/elastic/elasticsearch/pull/71213,,https://github.com/elastic/elasticsearch/issues/41106
,elasticsearch,7.12.1,,enhacements,Improve handling of incompatible after key types in composite aggregations issue:,Improve handling of incompatible after key types in composite aggs,,Improve handling of fields that have different types in different indices in composite aggs,https://github.com/elastic/elasticsearch/pull/70839,,https://github.com/elastic/elasticsearch/issues/70480
,elasticsearch,7.12.1,,,Increase `search.max_bucket` default value by one issue:,Increase search.max_bucket default value by one,,"Increase search.max_buckets to 65,535",https://github.com/elastic/elasticsearch/pull/70645,,https://github.com/elastic/elasticsearch/issues/57042
,elasticsearch,7.12.1,,,Modest memory savings in a `date_histogram` followed by a terms aggregation,Modest memory savings in date_histogram>terms,,,https://github.com/elastic/elasticsearch/pull/68592,,
,elasticsearch,7.12.1,,,Speed up `top_metrics` on hot shards issue:,Speed up top_metrics on hot shards,,Can top_metrics use segment ordinals?,https://github.com/elastic/elasticsearch/pull/70579,,https://github.com/elastic/elasticsearch/issues/70453
,elasticsearch,7.12.1,,,Speed up aggregations with sub-aggregations issues:,Speed up aggs with sub-aggregations,,Allow terms to run as filters ,https://github.com/elastic/elasticsearch/pull/69806,,https://github.com/elastic/elasticsearch/issues/68871
,elasticsearch,7.12.1,,,Speed up terms aggregation when alone issue:,Speed up terms agg when alone,,Allow terms to run as filters,https://github.com/elastic/elasticsearch/pull/69377,,https://github.com/elastic/elasticsearch/issues/68871
,elasticsearch,7.12.1,,,Speed up terms aggregation when not force merged issue:,,,,https://github.com/elastic/elasticsearch/pull/71241,,https://github.com/elastic/elasticsearch/issues/71086
,elasticsearch,7.12.1,,,Use `#updateTop` to speed up `InternalComposite#reduce`,"
Use #updateTop to speed up InternalComposite#reduce",,,https://github.com/elastic/elasticsearch/pull/71278,,
,elasticsearch,7.12.1,,,Improve awareness allocation explanation,Improve awareness allocation explanation,,,https://github.com/elastic/elasticsearch/pull/69371,,
,elasticsearch,7.12.1,,,Skip zone/host awareness with auto-expand replicas issues:,Skip zone/host awareness with auto-expand replicas,,Enrich indices can clash with user allocation settings,https://github.com/elastic/elasticsearch/pull/69334,,https://github.com/elastic/elasticsearch/issues/54151
,elasticsearch,7.12.1,,,Allow `updateable` flag for `keyword_marker` filter issue:,Allow updateable flag for keyword_marker filter,,Allow keyword_marker filter to be updateable,https://github.com/elastic/elasticsearch/pull/65457,,https://github.com/elastic/elasticsearch/issues/65355
,elasticsearch,7.12.1,,,Support audit ignore policy by actions issues:,Support audit ignore policy by actions,,Support audit ignore policy by action,https://github.com/elastic/elasticsearch/pull/67477,,https://github.com/elastic/elasticsearch/issues/60877
,elasticsearch,7.12.1,,,Add a deprecation message if a REST wrapper implementing plugin presents,Add a deprecation message if a REST wrapper implementing plugin presents,,,https://github.com/elastic/elasticsearch/pull/66827,,
,elasticsearch,7.12.1,,,Support metadata on API keys issue:,Support metadata on API keys,,Metadata for API keys ,https://github.com/elastic/elasticsearch/pull/70292,,https://github.com/elastic/elasticsearch/issues/48182
,elasticsearch,7.12.1,,,Add read permissions for `apm_user` role to APM fleet indices,Add read permissions for apm_user role to APM fleet indices,,,https://github.com/elastic/elasticsearch/pull/68749,,
,elasticsearch,7.12.1,,,Include role names in access denied errors issue:,Include role names in access denied errors,,Authorization denial errors are not actionable,https://github.com/elastic/elasticsearch/pull/69318,,https://github.com/elastic/elasticsearch/issues/42166
,elasticsearch,7.12.1,,,Frozen tier autoscaling decider based on shards,Frozen tier autoscaling decider based on shards,,,https://github.com/elastic/elasticsearch/pull/71042,,
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Include node roles in cluster state JSON response issue:,Include node roles in cluster state JSON response,,Cluster state does not always contain correct node roles,https://github.com/elastic/elasticsearch/pull/71386,,https://github.com/elastic/elasticsearch/issues/71385
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Remove node attributes from cluster membership messages,Remove node attrs from cluster membership messages,,,https://github.com/elastic/elasticsearch/pull/69811,,
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Add fleet polling API for global checkpoint,Add fleet polling API for global checkpoint,,,https://github.com/elastic/elasticsearch/pull/71093,,
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Reduce size of `MANAGEMENT` threadpool on small node issue:,Reduce size of MANAGEMENT threadpool on small node,,Push back on HTTP requests to busy dedicated master nodes,https://github.com/elastic/elasticsearch/pull/71171,,https://github.com/elastic/elasticsearch/issues/70435
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Allow Unicode escape sequences in strings issue:,EQL: Allow Unicode escape sequences in strings,,EQL: Unicode escape sequences,https://github.com/elastic/elasticsearch/pull/70514,,https://github.com/elastic/elasticsearch/issues/62832
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Improve null handling in the optimizer,EQL: Improve null handling in the optimizer,,,https://github.com/elastic/elasticsearch/pull/70557,,
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Support `include_unloaded_segments` in node stats,Support include_unloaded_segments in node stats,,,https://github.com/elastic/elasticsearch/pull/69682,,
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Add `max_single_primary_size` as a condition for the ILM rollover action issues:,"
Add max_single_primary_size as a condition for the ILM rollover action",,Add max_single_primary_size as a condition for the rollover index API,https://github.com/elastic/elasticsearch/pull/68917,,https://github.com/elastic/elasticsearch/issues/67842
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Reject creating ILM policies with phase timings that are not greater than or equal to the previous phase issue:,Reject creating ILM policies with phase timings are not >= previous phase,,ILM should reject policies with phase timings that are not >= the previous phase age,https://github.com/elastic/elasticsearch/pull/70089,,https://github.com/elastic/elasticsearch/issues/70032
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Switch built-in policies to `max_primary_shard_size` issue:,Switch built-in policies to max_primary_shard_size,,Enhance rollover API and ILM rollover action to specify max single primary shard size,https://github.com/elastic/elasticsearch/pull/69995,,https://github.com/elastic/elasticsearch/issues/63026
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Date math support for aliases issue:,"
Date math support for aliases",,Add support for date math on aliases name,https://github.com/elastic/elasticsearch/pull/67226,,https://github.com/elastic/elasticsearch/issues/20367
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Introduce separate shard limit for frozen shards issues:,Introduce separate shard limit for frozen shards,,Frozen tier autoscaling decider based on shards,https://github.com/elastic/elasticsearch/pull/71392,,https://github.com/elastic/elasticsearch/issues/71042
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Support specifying multiple templates names in delete component template api issue:,Support specifying multiple templates names in delete component template api,,"
MixedClusterClientYamlTestSuiteIT times out more frequently lately",https://github.com/elastic/elasticsearch/pull/70314,,https://github.com/elastic/elasticsearch/issues/69973
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Support specifying multiple templates names in delete composable index template api issue:,Support specifying multiple templates names in delete composable index template api,,MixedClusterClientYamlTestSuiteIT times out more frequently lately,https://github.com/elastic/elasticsearch/pull/70094,,https://github.com/elastic/elasticsearch/issues/69973
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Accept more ingest simulate params as integers or strings issues:,Accept more ingest simulate params as ints or strings,,"

Ingest simluate should corece _version also following issue",https://github.com/elastic/elasticsearch/pull/66197,,https://github.com/elastic/elasticsearch/issues/65992
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Extract device type from user agent info,extract device type from user agent info,,,https://github.com/elastic/elasticsearch/pull/69322,,
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Network direction processor additions,"
Network direction processor additions",,,https://github.com/elastic/elasticsearch/pull/68712,,
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Summary option for listing ingest pipelines without their definitions issue:,Summary option for listing ingest pipelines without their definitions,,Cat endpoint for ingest pipelines,https://github.com/elastic/elasticsearch/pull/69756,,https://github.com/elastic/elasticsearch/issues/31954
,elasticsearch,7.12.1,elasticsearch-7.12.1,,`MurmurHash3` support for fingerprint processor issue:,MurmurHash3 support for fingerprint processor,,Murmur3 support for fingerprint processor,https://github.com/elastic/elasticsearch/pull/70632,,https://github.com/elastic/elasticsearch/issues/69182
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Support new data roles,LLRC - support new data roles,,,https://github.com/elastic/elasticsearch/pull/66947,,
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Add info on each HTTP client to HTTP stats issue:,"
Add info on each HTTP client to HTTP stats",,Show Connected Clients API,https://github.com/elastic/elasticsearch/pull/64561,,https://github.com/elastic/elasticsearch/issues/61609
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Make indices stats requests cancellable issue:,Make indices stats requests cancellable,,Improve robustness of monitoring APIs,https://github.com/elastic/elasticsearch/pull/69174,,https://github.com/elastic/elasticsearch/issues/55550
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Make recovery APIs cancellable issue:,Make recovery APIs cancellable,,Improve robustness of monitoring APIs,https://github.com/elastic/elasticsearch/pull/69177,,https://github.com/elastic/elasticsearch/issues/55550
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Total data set size in stats issue:,Total data set size in stats ,,Report shared_cache shards as zero size on disk,https://github.com/elastic/elasticsearch/pull/70625,,https://github.com/elastic/elasticsearch/issues/69820
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Migrate watcher to system indices infrastructure issue:,Migrate watcher to system indices infrastructure,,Create system indices on startup if configured,https://github.com/elastic/elasticsearch/pull/67588,,https://github.com/elastic/elasticsearch/issues/61656
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Manage Fleet system indices within Elasticsearch,Manage Fleet system indices within Elasticsearch,,,https://github.com/elastic/elasticsearch/pull/70689,,
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Support mixed node versions in system index descriptors,System index descriptors support mixed versions ,,,https://github.com/elastic/elasticsearch/pull/71144,,
,elasticsearch,7.12.1,elasticsearch-7.12.1,,Only install templates for deprecation indices from elected master node issues:,Only install templates for deprecation indices from elected master node,,Bwc test failures caused by DeprecationIndexingTemplateRegistry ?,https://github.com/elastic/elasticsearch/pull/70057,,https://github.com/elastic/elasticsearch/issues/70020
,transformers,4.41.2,,,Do not trigger autoconversion if local_files_only,,,,https://github.com/huggingface/transformers/pull/31004,,
,,4.41.2,,,Paligemma: Fix devices and dtype assignments,,,,https://github.com/huggingface/transformers/pull/31008,,
,,4.41.2,,,Redirect transformers_agents doc to agents,,,,https://github.com/huggingface/transformers/pull/31054,,
,,4.41.2,,,Fix from_pretrained in offline mode when model is preloaded in cache,,,,https://github.com/huggingface/transformers/pull/31010,,
,,4.41.2,,,Fix faulty rstrip in module loading ,,,,https://github.com/huggingface/transformers/pull/31108,,
,,4.41.1,,,PaliGemma - fix processor with no input text,,,,https://github.com/huggingface/transformers/pull/30916,https://github.com/huggingface/transformers/commit/a755745546779ae5c42510bc02a859bdac82b3b7,
,,4.41.1,,,Paligemma causal attention mask,,,,https://github.com/huggingface/transformers/pull/30967,https://github.com/huggingface/transformers/commit/a25f7d3c12975fe21eab437dda7363e9024de7c0,
,,4.41.1,,,"tokenizer_class = ""AutoTokenizer"" Llava Family",,,,https://github.com/huggingface/transformers/pull/30912,https://github.com/huggingface/transformers/commit/bb48e921868ac750417956de941606f7e2fa02ca,
,,4.41.1,,,legacy to init the slow tokenizer when converting from slow was wrong,,,,https://github.com/huggingface/transformers/pull/30972,https://github.com/huggingface/transformers/commit/1d568dfab262f76079eb4f3d05b606d51a0c9e4b,
,,4.41.1,,,Generation: get special tokens from model config,,,,https://github.com/huggingface/transformers/pull/30899,https://github.com/huggingface/transformers/commit/b1065aa08ac0da11fcb9e3827cd7eafabe4beebd,
,,4.40.0,,Processors improvements,Separate out kwargs in processor ,,,,https://github.com/huggingface/transformers/pull/30193,,
,,,,,[Processor classes] Update docs,,,,https://github.com/huggingface/transformers/pull/29698,,
,,,,,re-introduced the fast path for sdpa,,,,https://github.com/huggingface/transformers/pull/30070,,
,,,,,add push_to_hub to pipeline ,,,,https://github.com/huggingface/transformers/pull/29172,,
,,,,,[docs] Remove redundant - and the from custom_tools.md,,,,https://github.com/huggingface/transformers/pull/29767,,
,,,,,Fixed typo in quantization_config.py,,,,https://github.com/huggingface/transformers/pull/29766,,
,,,,,OWL-ViT box_predictor inefficiency issue,,,,https://github.com/huggingface/transformers/pull/29712,,
,,,,,fix issue with logit processor during beam search in Flax,,,,https://github.com/huggingface/transformers/pull/29636,,
,,,,,Cast bfloat16 to float32 for Numpy conversions,,,,https://github.com/huggingface/transformers/pull/29755,,
,,,,,Silence deprecations and use the DataLoaderConfig,,,,https://github.com/huggingface/transformers/pull/29779,,
,,,,,Add deterministic config to set_seed,,,,https://github.com/huggingface/transformers/pull/29778,,
,,,,,Add support for torch_dtype in the run_mlm example,,,,https://github.com/huggingface/transformers/pull/29776,,
,,,,,Llama: always convert the causal mask in the SDPA code path,,,,https://github.com/huggingface/transformers/pull/29663,,
,,,,,Change in-place operations to out-of-place in LogitsProcessors,,,,https://github.com/huggingface/transformers/pull/29680,,
,,,,,Fix type hint for train_dataset param of Trainer.init() to allow IterableDataset. Issue 29678,,,,https://github.com/huggingface/transformers/pull/29738,,
,,,,,Correct llava mask & fix missing setter for vocab_size,,,,https://github.com/huggingface/transformers/pull/29389,,
,,,,,Make MLFlow version detection more robust and handles mlflow-skinny,,,,https://github.com/huggingface/transformers/pull/29957,,
,,,,,updated examples/pytorch/language-modeling scripts and requirements.txt to require datasets>=2.14.0,,,,https://github.com/huggingface/transformers/pull/30120,,
,,,,,ImportError Fix: Trainer with PyTorch requires accelerate>=0.20.1 ,,,,https://github.com/huggingface/transformers/pull/29888,,https://github.com/huggingface/transformers/issues/29174
